Store,Date,Weekly_Sales,Holiday_Flag,Temperature,Fuel_Price,CPI,Unemployment,Year,Month,Week,DayOfWeek,IsHoliday,Rolling_4w,Rolling_12w,Lag_1,Lag_4,Lag_12
1,2010-06-25,1422711.6,0,84.34,2.653,211.3386526,7.808,2010,6,25,4,No,1521020.365,1486821.1450000003,1503284.06,1432069.95,1594968.28
1,2010-07-02,1492418.14,0,80.91,2.669,211.2235333,7.787,2010,7,26,4,No,1490243.7225,1482404.4458333335,1422711.6,1615524.71,1545418.53
1,2010-07-09,1546074.18,0,80.48,2.642,211.108414,7.787,2010,7,27,4,No,1491121.9949999999,1489072.4375,1492418.14,1542561.09,1466058.28
1,2010-07-16,1448938.92,0,83.15,2.623,211.1003854,7.787,2010,7,28,4,No,1477535.71,1493879.3375000001,1546074.18,1503284.06,1391256.12
1,2010-07-23,1385065.2,0,83.36,2.608,211.2351443,7.787,2010,7,29,4,No,1468124.1099999999,1490543.045,1448938.92,1422711.6,1425100.71
1,2010-07-30,1371986.6,0,81.84,2.64,211.3699032,7.787,2010,7,30,4,No,1438016.225,1471212.335,1385065.2,1492418.14,1603955.12
1,2010-08-06,1605491.78,0,87.16,2.627,211.5046621,7.787,2010,8,31,4,No,1452870.625,1480482.3583333334,1371986.6,1546074.18,1494251.5
1,2010-08-13,1508237.76,0,87.0,2.692,211.6394211,7.787,2010,8,32,4,No,1467695.335,1489530.3325000003,1605491.78,1448938.92,1399662.07
1,2010-08-20,1513080.49,0,86.65,2.664,211.6033633,7.787,2010,8,33,4,No,1499699.1575,1496281.2108333334,1508237.76,1385065.2,1432069.95
1,2010-08-27,1449142.92,0,85.22,2.619,211.5673056,7.787,2010,8,34,4,No,1518988.2374999998,1482416.0616666668,1513080.49,1371986.6,1615524.71
1,2010-09-03,1540163.53,0,81.21,2.577,211.5312479,7.787,2010,9,35,4,No,1502656.175,1482216.265,1449142.92,1605491.78,1542561.09
1,2010-09-10,1507460.69,1,78.69,2.565,211.4951902,7.787,2010,9,36,4,Yes,1502461.9074999997,1482564.3175,1540163.53,1508237.76,1503284.06
1,2010-09-17,1430378.67,0,82.11,2.582,211.5224596,7.787,2010,9,37,4,No,1481786.4525000001,1483203.24,1507460.69,1513080.49,1422711.6
1,2010-09-24,1351791.03,0,80.94,2.624,211.5972246,7.787,2010,9,38,4,No,1457448.48,1471484.3141666667,1430378.67,1449142.92,1492418.14
1,2010-10-01,1453329.5,0,71.89,2.603,211.6719895,7.838,2010,10,39,4,No,1435739.9725,1463755.5908333333,1351791.03,1540163.53,1546074.18
1,2010-10-08,1508239.93,0,63.93,2.633,211.7467544,7.838,2010,10,40,4,No,1435934.7824999997,1468697.3416666668,1453329.5,1507460.69,1448938.92
1,2010-10-15,1459409.1,0,67.18,2.72,211.8137436,7.838,2010,10,41,4,No,1443192.39,1474892.6666666667,1508239.93,1430378.67,1385065.2
1,2010-10-22,1345454.0,0,69.86,2.725,211.8612937,7.838,2010,10,42,4,No,1441608.1325,1472681.6166666665,1459409.1,1351791.03,1371986.6
1,2010-10-29,1384209.22,0,69.64,2.716,211.9088438,7.838,2010,10,43,4,No,1424328.0625,1454241.4033333333,1345454.0,1453329.5,1605491.78
1,2010-11-05,1551659.28,0,58.74,2.689,211.9563939,7.838,2010,11,44,4,No,1435182.9,1457859.8633333333,1384209.22,1508239.93,1508237.76
1,2010-11-12,1494479.49,0,59.61,2.728,212.003944,7.838,2010,11,45,4,No,1443950.4975,1456309.78,1551659.28,1459409.1,1513080.49
1,2010-11-19,1483784.18,0,51.41,2.771,211.8896737,7.838,2010,11,46,4,No,1478533.0425,1459196.5516666668,1494479.49,1345454.0,1449142.92
1,2010-11-26,1955624.11,1,64.52,2.735,211.7484333,7.838,2010,11,47,4,Yes,1621386.765,1493818.2666666666,1483784.18,1384209.22,1540163.53
1,2010-12-03,1548033.78,0,49.27,2.708,211.607193,7.838,2010,12,48,4,No,1620480.39,1497199.3575,1955624.11,1551659.28,1507460.69
1,2010-12-10,1682614.26,0,46.33,2.843,211.4659526,7.838,2010,12,49,4,No,1667514.0825,1518218.99,1548033.78,1494479.49,1430378.67
1,2010-12-17,1891034.93,0,49.84,2.869,211.4053124,7.838,2010,12,50,4,No,1769326.77,1563155.9816666665,1682614.26,1483784.18,1351791.03
1,2010-12-24,2387950.2,0,52.33,2.886,211.4051222,7.838,2010,12,51,4,No,1877408.2925,1641041.0399999998,1891034.93,1955624.11,1453329.5
1,2010-12-31,1367320.01,1,48.43,2.943,211.4049321,7.838,2010,12,52,4,Yes,1832229.85,1629297.7133333331,2387950.2,1548033.78,1508239.93
1,2011-01-07,1444732.28,0,48.27,2.976,211.4047419,7.742,2011,1,1,4,No,1772759.355,1628074.6450000003,1367320.01,1682614.26,1459409.1
1,2011-01-14,1391013.96,0,35.4,2.983,211.4574109,7.742,2011,1,2,4,No,1647754.1125000003,1631871.3083333336,1444732.28,1891034.93,1345454.0
1,2011-01-21,1327405.42,0,44.04,3.016,211.8272343,7.742,2011,1,3,4,No,1382617.9175,1627137.6583333332,1391013.96,2387950.2,1384209.22
1,2011-01-28,1316899.31,0,43.83,3.01,212.1970577,7.742,2011,1,4,4,No,1370012.7425,1607574.3275,1327405.42,1367320.01,1551659.28
1,2011-02-04,1606629.58,0,42.27,2.989,212.5668812,7.742,2011,2,5,4,No,1410487.0675,1616920.1683333332,1316899.31,1444732.28,1494479.49
1,2011-02-11,1649614.93,1,36.39,3.022,212.9367046,7.742,2011,2,6,4,Yes,1475137.31,1630739.3975,1606629.58,1391013.96,1483784.18
1,2011-02-18,1686842.78,0,57.36,3.045,213.2478853,7.742,2011,2,7,4,No,1564996.65,1608340.9533333334,1649614.93,1327405.42,1955624.11
1,2011-02-25,1456800.28,0,62.9,3.065,213.535609,7.742,2011,2,8,4,No,1599971.8924999998,1600738.1616666664,1686842.78,1316899.31,1548033.78
1,2011-03-04,1636263.41,0,59.58,3.288,213.8233327,7.742,2011,3,9,4,No,1607380.35,1596875.5908333333,1456800.28,1606629.58,1682614.26
1,2011-03-11,1553191.63,0,53.56,3.459,214.1110564,7.742,2011,3,10,4,No,1583274.525,1568721.9825,1636263.41,1649614.93,1891034.93
1,2011-03-18,1576818.06,0,62.76,3.488,214.3627114,7.742,2011,3,11,4,No,1555768.3450000002,1501127.6375,1553191.63,1686842.78,2387950.2
1,2011-03-25,1541102.38,0,69.97,3.473,214.5999389,7.742,2011,3,12,4,No,1576843.87,1515609.5016666667,1576818.06,1456800.28,1367320.01
1,2011-04-01,1495064.75,0,59.17,3.524,214.8371664,7.682,2011,4,13,4,No,1541544.205,1519803.8741666665,1541102.38,1636263.41,1444732.28
1,2011-04-08,1614259.35,0,67.84,3.622,215.0743939,7.682,2011,4,14,4,No,1556811.135,1538407.656666667,1495064.75,1553191.63,1391013.96
1,2011-04-15,1559889.0,0,71.27,3.743,215.2918561,7.682,2011,4,15,4,No,1552578.87,1557781.2883333333,1614259.35,1576818.06,1327405.42
1,2011-04-22,1564819.81,0,72.99,3.807,215.4599053,7.682,2011,4,16,4,No,1558508.2275,1578441.33,1559889.0,1541102.38,1316899.31
1,2011-04-29,1455090.69,0,72.03,3.81,215.6279544,7.682,2011,4,17,4,No,1548514.7125,1565813.0891666666,1564819.81,1495064.75,1606629.58
1,2011-05-06,1629391.28,0,64.61,3.906,215.7960035,7.682,2011,5,18,4,No,1552297.695,1564127.785,1455090.69,1614259.35,1649614.93
1,2011-05-13,1604775.58,0,75.64,3.899,215.9640526,7.682,2011,5,19,4,No,1563519.34,1557288.8516666666,1629391.28,1559889.0,1686842.78
1,2011-05-20,1428218.27,0,67.63,3.907,215.7339202,7.682,2011,5,20,4,No,1529368.955,1554907.0175,1604775.58,1564819.81,1456800.28
1,2011-05-27,1466046.67,0,77.72,3.786,215.5037878,7.682,2011,5,21,4,No,1532107.95,1540722.2891666668,1428218.27,1455090.69,1636263.41
1,2011-06-03,1635078.41,0,83.0,3.699,215.2736553,7.682,2011,6,22,4,No,1533529.7325,1547546.1875,1466046.67,1629391.28,1553191.63
1,2011-06-10,1588948.32,0,83.13,3.648,215.0435229,7.682,2011,6,23,4,No,1529572.9175,1548557.0424999997,1635078.41,1604775.58,1576818.06
1,2011-06-17,1532114.86,0,86.41,3.637,214.9980596,7.682,2011,6,24,4,No,1555547.065,1547808.0825000003,1588948.32,1428218.27,1541102.38
1,2011-06-24,1438830.15,0,83.58,3.594,215.0910982,7.682,2011,6,25,4,No,1548742.935,1543121.8658333335,1532114.86,1466046.67,1495064.75
1,2011-07-01,1488538.09,0,85.55,3.524,215.1841368,7.962,2011,7,26,4,No,1512107.855,1532645.0941666665,1438830.15,1635078.41,1614259.35
1,2011-07-08,1534849.64,0,85.83,3.48,215.2771754,7.962,2011,7,27,4,No,1498583.185,1530558.4808333332,1488538.09,1588948.32,1559889.0
1,2011-07-15,1455119.97,0,88.54,3.575,215.3611087,7.962,2011,7,28,4,No,1479334.4625000001,1521416.8275,1534849.64,1532114.86,1564819.81
1,2011-07-22,1396926.82,0,85.77,3.651,215.4222784,7.962,2011,7,29,4,No,1468858.63,1516569.8383333331,1455119.97,1438830.15,1455090.69
1,2011-07-29,1352219.79,0,86.83,3.682,215.4834482,7.962,2011,7,30,4,No,1434779.0550000002,1493472.2141666666,1396926.82,1488538.09,1629391.28
1,2011-08-05,1624383.75,0,91.65,3.684,215.544618,7.962,2011,8,31,4,No,1457162.5825,1495106.2283333333,1352219.79,1534849.64,1604775.58
1,2011-08-12,1525147.09,0,90.76,3.638,215.6057878,7.962,2011,8,32,4,No,1474669.3625,1503183.63,1624383.75,1455119.97,1428218.27
1,2011-08-19,1530761.43,0,89.94,3.554,215.6693107,7.962,2011,8,33,4,No,1508128.0150000001,1508576.5266666666,1525147.09,1396926.82,1466046.67
1,2011-08-26,1464693.46,0,87.96,3.523,215.7332258,7.962,2011,8,34,4,No,1536246.4324999999,1494377.7808333335,1530761.43,1352219.79,1635078.41
1,2011-09-02,1550229.22,0,87.83,3.533,215.7971409,7.962,2011,9,35,4,No,1517707.8,1491151.1891666667,1464693.46,1624383.75,1588948.32
1,2011-09-09,1540471.24,1,76.0,3.546,215.861056,7.962,2011,9,36,4,Yes,1521538.8375,1491847.5541666665,1550229.22,1525147.09,1532114.86
1,2011-09-16,1514259.78,0,79.94,3.526,216.0410526,7.962,2011,9,37,4,No,1517413.425,1498133.3566666667,1540471.24,1530761.43,1438830.15
1,2011-09-23,1380020.27,0,75.8,3.467,216.3758246,7.962,2011,9,38,4,No,1496245.1275,1489090.205,1514259.78,1464693.46,1488538.09
1,2011-09-30,1394561.83,0,79.69,3.355,216.7105965,7.962,2011,9,39,4,No,1457328.28,1477399.5541666665,1380020.27,1550229.22,1534849.64
1,2011-10-07,1630989.95,0,69.31,3.285,217.0453684,7.866,2011,10,40,4,No,1479957.9575,1492055.3858333335,1394561.83,1540471.24,1455119.97
1,2011-10-14,1493525.93,0,71.74,3.274,217.3552733,7.866,2011,10,41,4,No,1474774.4949999999,1500105.3116666668,1630989.95,1514259.78,1396926.82
1,2011-10-21,1502562.78,0,63.71,3.353,217.5159762,7.866,2011,10,42,4,No,1505410.1225,1512633.8941666668,1493525.93,1380020.27,1352219.79
1,2011-10-28,1445249.09,0,66.57,3.372,217.6766791,7.866,2011,10,43,4,No,1518081.9375,1497706.0058333334,1502562.78,1394561.83,1624383.75
1,2011-11-04,1697229.58,0,54.98,3.332,217.837382,7.866,2011,11,44,4,No,1534641.845,1512046.2133333331,1445249.09,1630989.95,1525147.09
1,2011-11-11,1594938.89,0,59.11,3.297,217.9980849,7.866,2011,11,45,4,No,1559995.085,1517394.335,1697229.58,1493525.93,1530761.43
1,2011-11-18,1539483.7,0,62.25,3.308,218.2205088,7.866,2011,11,46,4,No,1569225.315,1523626.8549999997,1594938.89,1502562.78,1464693.46
1,2011-11-25,2033320.66,1,60.14,3.236,218.4676211,7.866,2011,11,47,4,Yes,1716243.2075,1563884.4749999999,1539483.7,1445249.09,1550229.22
1,2011-12-02,1584083.95,0,48.91,3.172,218.7147333,7.866,2011,12,48,4,No,1687956.8,1567518.8675,2033320.66,1697229.58,1540471.24
1,2011-12-09,1799682.38,0,43.93,3.158,218.9618456,7.866,2011,12,49,4,No,1739142.6725,1591304.0841666667,1584083.95,1594938.89,1514259.78
1,2011-12-16,1881176.67,0,51.63,3.159,219.1794533,7.866,2011,12,50,4,No,1824565.915,1633067.1175,1799682.38,1539483.7,1380020.27
1,2011-12-23,2270188.99,0,47.96,3.112,219.3577216,7.866,2011,12,51,4,No,1883782.9975,1706036.0475,1881176.67,2033320.66,1394561.83
1,2011-12-30,1497462.72,1,44.55,3.129,219.5359898,7.866,2011,12,52,4,Yes,1862127.69,1694908.7783333333,2270188.99,1584083.95,1630989.95
1,2012-01-06,1550369.92,0,49.01,3.157,219.7142581,7.348,2012,1,1,4,No,1799799.575,1699645.7775,1497462.72,1799682.38,1493525.93
1,2012-01-13,1459601.17,0,48.53,3.261,219.8925263,7.348,2012,1,2,4,No,1694405.7,1696065.6433333333,1550369.92,1881176.67,1502562.78
1,2012-01-20,1394393.84,0,54.11,3.268,219.9856893,7.348,2012,1,3,4,No,1475456.9125,1691827.7058333333,1459601.17,2270188.99,1445249.09
1,2012-01-27,1319325.59,0,54.26,3.29,220.0788523,7.348,2012,1,4,4,No,1430922.6300000001,1660335.7066666668,1394393.84,1497462.72,1697229.58
1,2012-02-03,1636339.65,0,56.55,3.36,220.1720153,7.348,2012,2,5,4,No,1452415.0625,1663785.7700000003,1319325.59,1550369.92,1594938.89
1,2012-02-10,1802477.43,1,48.02,3.409,220.2651783,7.348,2012,2,6,4,Yes,1538134.1275,1685701.9141666668,1636339.65,1459601.17,1539483.7
1,2012-02-17,1819870.0,0,45.32,3.51,220.4257586,7.348,2012,2,7,4,No,1644503.1675,1667914.3591666669,1802477.43,1394393.84,2033320.66
1,2012-02-24,1539387.83,0,57.25,3.555,220.636902,7.348,2012,2,8,4,No,1699518.7275,1664189.6825,1819870.0,1319325.59,1584083.95
1,2012-03-02,1688420.76,0,60.96,3.63,220.8480454,7.348,2012,3,9,4,No,1712539.0050000001,1654917.8808333334,1539387.83,1636339.65,1799682.38
1,2012-03-09,1675431.16,0,58.76,3.669,221.0591887,7.348,2012,3,10,4,No,1680777.4375,1637772.4216666669,1688420.76,1802477.43,1881176.67
1,2012-03-16,1677472.78,0,64.74,3.734,221.2118132,7.348,2012,3,11,4,No,1645178.1324999998,1588379.4041666666,1675431.16,1819870.0,2270188.99
1,2012-03-23,1511068.07,0,65.93,3.787,221.2864126,7.348,2012,3,12,4,No,1638098.1925,1589513.1833333333,1677472.78,1539387.83,1497462.72
1,2012-03-30,1649604.63,0,67.61,3.845,221.3610119,7.348,2012,3,13,4,No,1628394.16,1597782.7424999997,1511068.07,1688420.76,1550369.92
1,2012-04-06,1899676.88,0,70.43,3.891,221.4356112,7.143,2012,4,14,4,No,1684455.59,1634455.7183333335,1649604.63,1675431.16,1459601.17
1,2012-04-13,1621031.7,0,69.07,3.891,221.5102105,7.143,2012,4,15,4,No,1670345.32,1653342.2066666668,1899676.88,1677472.78,1394393.84
1,2012-04-20,1521577.87,0,66.76,3.877,221.5640737,7.143,2012,4,16,4,No,1672972.77,1670196.5633333335,1621031.7,1511068.07,1319325.59
1,2012-04-27,1468928.37,0,67.23,3.814,221.6179368,7.143,2012,4,17,4,No,1627803.705,1656245.623333333,1521577.87,1649604.63,1636339.65
1,2012-05-04,1684519.99,0,75.55,3.749,221.6718,7.143,2012,5,18,4,No,1574014.4825,1646415.8366666667,1468928.37,1899676.88,1802477.43
1,2012-05-11,1611096.05,0,73.77,3.688,221.7256632,7.143,2012,5,19,4,No,1571530.57,1629018.0075,1684519.99,1621031.7,1819870.0
1,2012-05-18,1595901.87,0,70.33,3.63,221.742674,7.143,2012,5,20,4,No,1590111.57,1633727.5108333332,1611096.05,1521577.87,1539387.83
1,2012-05-25,1555444.55,0,77.22,3.561,221.744944,7.143,2012,5,21,4,No,1611740.615,1622646.16,1595901.87,1468928.37,1688420.76
1,2012-06-01,1624477.58,0,77.95,3.501,221.7472139,7.143,2012,6,22,4,No,1596730.0125000002,1618400.0283333333,1555444.55,1684519.99,1675431.16
1,2012-06-08,1697230.96,0,78.3,3.452,221.7494839,7.143,2012,6,23,4,No,1618263.74,1620046.5433333337,1624477.58,1611096.05,1677472.78
1,2012-06-15,1630607.0,0,79.35,3.393,221.7626421,7.143,2012,6,24,4,No,1626940.0225,1630008.1208333336,1697230.96,1595901.87,1511068.07
1,2012-06-22,1527845.81,0,78.39,3.346,221.8030211,7.143,2012,6,25,4,No,1620040.3375,1619861.5525,1630607.0,1555444.55,1649604.63
1,2012-06-29,1540421.49,0,84.88,3.286,221.8434,7.143,2012,6,26,4,No,1599026.315,1589923.6033333333,1527845.81,1624477.58,1899676.88
1,2012-07-06,1769854.16,0,81.57,3.227,221.8837789,6.908,2012,7,27,4,No,1617182.115,1602325.4749999999,1540421.49,1697230.96,1621031.7
1,2012-07-13,1527014.04,0,77.12,3.256,221.9241579,6.908,2012,7,28,4,No,1591283.875,1602778.4891666665,1769854.16,1630607.0,1521577.87
1,2012-07-20,1497954.76,0,80.42,3.311,221.9327267,6.908,2012,7,29,4,No,1583811.1124999998,1605197.3550000002,1527014.04,1527845.81,1468928.37
1,2012-07-27,1439123.71,0,82.66,3.407,221.9412954,6.908,2012,7,30,4,No,1558486.6675,1584747.665,1497954.76,1540421.49,1684519.99
1,2012-08-03,1631135.79,0,86.11,3.417,221.9498642,6.908,2012,8,31,4,No,1523807.075,1586417.6433333333,1439123.71,1769854.16,1611096.05
1,2012-08-10,1592409.97,0,85.05,3.494,221.9584329,6.908,2012,8,32,4,No,1540156.0575,1586126.6516666666,1631135.79,1527014.04,1595901.87
1,2012-08-17,1597868.05,0,84.85,3.571,222.0384109,6.908,2012,8,33,4,No,1565134.3800000001,1589661.9433333334,1592409.97,1497954.76,1555444.55
1,2012-08-24,1494122.38,0,77.66,3.62,222.1719457,6.908,2012,8,34,4,No,1578884.0475,1578799.0099999998,1597868.05,1439123.71,1624477.58
1,2012-08-31,1582083.4,0,80.49,3.638,222.3054805,6.908,2012,8,35,4,No,1566620.95,1569203.38,1494122.38,1631135.79,1697230.96
1,2012-09-07,1661767.33,1,83.96,3.73,222.4390153,6.908,2012,9,36,4,Yes,1583960.29,1571800.0741666667,1582083.4,1592409.97,1630607.0
1,2012-09-14,1517428.87,0,74.97,3.717,222.5820193,6.908,2012,9,37,4,No,1563850.4949999999,1570931.9958333333,1661767.33,1597868.05,1527845.81
1,2012-09-21,1506126.06,0,69.87,3.721,222.7818386,6.908,2012,9,38,4,No,1566851.415,1568074.0433333332,1517428.87,1494122.38,1540421.49
1,2012-09-28,1437059.26,0,76.08,3.666,222.9816579,6.908,2012,9,39,4,No,1530595.3800000001,1540341.135,1506126.06,1582083.4,1769854.16
1,2012-10-05,1670785.97,0,68.55,3.617,223.1814772,6.573,2012,10,40,4,No,1532850.04,1552322.1291666664,1437059.26,1661767.33,1527014.04
1,2012-10-12,1573072.81,0,62.99,3.601,223.3812965,6.573,2012,10,41,4,No,1546761.0250000001,1558581.9666666668,1670785.97,1517428.87,1497954.76
1,2012-10-19,1508068.77,0,67.97,3.594,223.4257233,6.573,2012,10,42,4,No,1547246.7025,1564327.3883333334,1573072.81,1506126.06,1439123.71
1,2012-10-26,1493659.74,0,69.16,3.506,223.4442513,6.573,2012,10,43,4,No,1561396.8225,1552871.0508333333,1508068.77,1437059.26,1631135.79
2,2010-02-05,2136989.46,0,40.19,2.572,210.7526053,8.324,2010,2,5,4,No,,,,,
2,2010-02-12,2137809.5,1,38.49,2.548,210.8979935,8.324,2010,2,6,4,Yes,,,2136989.46,,
2,2010-02-19,2124451.54,0,39.69,2.514,210.9451605,8.324,2010,2,7,4,No,,,2137809.5,,
2,2010-02-26,1865097.27,0,46.1,2.561,210.9759573,8.324,2010,2,8,4,No,2066086.9425,,2124451.54,,
2,2010-03-05,1991013.13,0,47.17,2.625,211.0067542,8.324,2010,3,9,4,No,2029592.8599999999,,1865097.27,2136989.46,
2,2010-03-12,1990483.78,0,57.56,2.667,211.037551,8.324,2010,3,10,4,No,1992761.43,,1991013.13,2137809.5,
2,2010-03-19,1946070.88,0,54.52,2.72,210.8733316,8.324,2010,3,11,4,No,1948166.265,,1990483.78,2124451.54,
2,2010-03-26,1750197.81,0,51.26,2.732,210.6766095,8.324,2010,3,12,4,No,1919441.4,,1946070.88,1865097.27,
2,2010-04-02,2066187.72,0,63.27,2.719,210.4798874,8.2,2010,4,13,4,No,1938235.0475,,1750197.81,1991013.13,
2,2010-04-09,1954689.21,0,65.41,2.77,210.2831653,8.2,2010,4,14,4,No,1929286.405,,2066187.72,1990483.78,
2,2010-04-16,1874957.94,0,68.07,2.808,210.1495463,8.2,2010,4,15,4,No,1911508.17,,1954689.21,1946070.88,
2,2010-04-23,1821990.93,0,65.11,2.795,210.1000648,8.2,2010,4,16,4,No,1929456.45,1971661.5975,1874957.94,1750197.81,
2,2010-04-30,1802450.29,0,66.98,2.78,210.0505833,8.2,2010,4,17,4,No,1863522.0925,1943783.3333333333,1821990.93,2066187.72,2136989.46
2,2010-05-07,2042581.71,0,71.28,2.835,210.0011018,8.2,2010,5,18,4,No,1885495.2175,1935847.6841666664,1802450.29,1954689.21,2137809.5
2,2010-05-14,1880752.36,0,73.31,2.854,209.9984585,8.2,2010,5,19,4,No,1886943.8224999998,1915539.4191666667,2042581.71,1874957.94,2124451.54
2,2010-05-21,1896937.1,0,74.83,2.826,210.2768443,8.2,2010,5,20,4,No,1905680.365,1918192.7383333333,1880752.36,1821990.93,1865097.27
2,2010-05-28,1957113.89,0,81.13,2.759,210.5552301,8.2,2010,5,21,4,No,1944346.265,1915367.8016666668,1896937.1,1802450.29,1991013.13
2,2010-06-04,2102539.93,0,81.81,2.705,210.833616,8.2,2010,6,22,4,No,1959335.82,1924705.8141666667,1957113.89,2042581.71,1990483.78
2,2010-06-11,2025538.76,0,83.4,2.668,211.1120018,8.2,2010,6,23,4,No,1995532.42,1931328.1375000002,2102539.93,1880752.36,1946070.88
2,2010-06-18,2001636.96,0,85.81,2.637,211.1096543,8.2,2010,6,24,4,No,2021707.385,1952281.4000000001,2025538.76,1896937.1,1750197.81
2,2010-06-25,1939927.09,0,86.26,2.653,210.9950134,8.2,2010,6,25,4,No,2017410.685,1941759.6808333334,2001636.96,1957113.89,2066187.72
2,2010-07-02,2003940.64,0,82.74,2.669,210.8803726,8.099,2010,7,26,4,No,1992760.8625,1945863.9666666666,1939927.09,2102539.93,1954689.21
2,2010-07-09,1880902.62,0,82.59,2.642,210.7657317,8.099,2010,7,27,4,No,1956601.8275000001,1946359.3566666667,2003940.64,2025538.76,1874957.94
2,2010-07-16,1845879.79,0,85.32,2.623,210.7577954,8.099,2010,7,28,4,No,1917662.5350000001,1948350.095,1880902.62,2001636.96,1821990.93
2,2010-07-23,1781717.71,0,87.66,2.608,210.8921319,8.099,2010,7,29,4,No,1878110.1900000002,1946622.38,1845879.79,1939927.09,1802450.29
2,2010-07-30,1804246.16,0,83.49,2.64,211.0264684,8.099,2010,7,30,4,No,1828186.5699999998,1926761.0841666667,1781717.71,2003940.64,2042581.71
2,2010-08-06,1991909.98,0,89.53,2.627,211.1608049,8.099,2010,8,31,4,No,1855938.41,1936024.2191666665,1804246.16,1880902.62,1880752.36
2,2010-08-13,1895601.05,0,89.05,2.692,211.2951413,8.099,2010,8,32,4,No,1868368.7249999999,1935912.8816666668,1991909.98,1845879.79,1896937.1
2,2010-08-20,1964335.23,0,88.7,2.664,211.2596586,8.099,2010,8,33,4,No,1914023.105,1936514.6600000001,1895601.05,1781717.71,1957113.89
2,2010-08-27,1863840.49,0,87.12,2.619,211.2241759,8.099,2010,8,34,4,No,1928921.6875,1916623.04,1964335.23,1804246.16,2102539.93
2,2010-09-03,1904608.09,0,81.83,2.577,211.1886931,8.099,2010,9,35,4,No,1907096.215,1906545.4841666666,1863840.49,1991909.98,2025538.76
2,2010-09-10,1839128.83,1,79.09,2.565,211.1532104,8.099,2010,9,36,4,Yes,1892978.1600000001,1893003.14,1904608.09,1895601.05,2001636.96
2,2010-09-17,1793903.6,0,82.05,2.582,211.1806415,8.099,2010,9,37,4,No,1850370.2525,1880834.5158333331,1839128.83,1964335.23,1939927.09
2,2010-09-24,1724557.22,0,81.79,2.624,211.2552578,8.099,2010,9,38,4,No,1815549.435,1857552.564166667,1793903.6,1863840.49,2003940.64
2,2010-10-01,1827440.43,0,69.24,2.603,211.3298742,8.163,2010,10,39,4,No,1796257.52,1853097.3816666668,1724557.22,1904608.09,1880902.62
